1	1657	775	-0.00823864	-0.103495	-0.00823864	-0.103495
2	1826	351	0.00655091	0.00710881	0.00655091	0.00710881
3	1173	182	0.114304	0.191119	0.114304	0.191119
4	1645	1511	-0.0677277	0.00918698	-0.0677277	0.00918698
5	889	1651	0.0220625	0.101362	0.0220625	0.101362
6	725	1002	-0.157905	-0.237622	-0.157905	-0.237622
7	1332	672	0.00440049	0.0157315	0.00440049	0.0157315
8	667	1639	-0.0241122	-0.0408184	-0.0241122	-0.0408184
9	690	952	-0.0172439	0.0477102	-0.0172439	0.0477102
10	1532	553	-0.0726515	-0.176876	-0.0726515	-0.176876
11	106	1249	-0.1358	-0.119922	-0.1358	-0.119922
12	854	1807	-0.0184518	-0.0380249	-0.0184518	-0.0380249
13	1019	1280	0.0212232	0.0949302	0.0212232	0.0949302
14	1806	629	-0.025474	-0.0138832	-0.025474	-0.0138832
15	1807	1000	-0.0282383	-0.176309	-0.0380249	-0.176309
16	1445	1777	0.0101364	-0.0316857	0.0101364	-0.0316857
17	906	1840	0.0214862	0.0202285	0.0214862	0.0202285
18	1802	705	0.0987145	0.056266	0.0987145	0.056266
19	1236	1317	-0.0340705	-0.0282683	-0.0340705	-0.0282683
20	1470	1743	-0.0196954	-0.050818	-0.0196954	-0.050818
21	549	452	-0.0308082	0.0672664	-0.0308082	0.0672664
22	916	1743	-0.0135106	-0.0352567	-0.0135106	-0.050818
23	1470	287	-0.0339848	-0.0763568	-0.0196954	-0.0763568
24	1099	1683	0.0233403	0.0487881	0.0233403	0.0487881
25	44	1413	-0.00551355	-0.0920776	-0.00551355	-0.0920776
26	1826	598	0.00682986	0.0747736	0.00655091	0.0747736
27	674	197	-0.00810504	0.000967503	-0.00810504	0.000967503
28	1667	379	-0.0686274	-0.188489	-0.0686274	-0.188489
29	1639	1697	-0.0324653	-0.0190833	-0.0408184	-0.0190833
30	674	1639	-0.00356877	-0.0299927	-0.00810504	-0.0408184
31	925	1395	0.0844191	0.0953427	0.0844191	0.0953427
32	920	160	0.0293875	-0.0391847	0.0293875	-0.0391847
33	1486	353	0.00355417	0.00648052	0.00355417	0.00648052
34	1432	106	-0.0627806	-0.127861	-0.0627806	-0.1358
35	521	1477	0.000193298	-0.0531653	0.000193298	-0.0531653
36	482	718	0.00726515	0.0169543	0.00726515	0.0169543
37	1262	1371	0.139525	0.173239	0.139525	0.173239
38	473	477	0.143894	0.481116	0.143894	0.481116
39	906	429	0.0208574	0.0271873	0.0214862	0.0271873
40	412	1147	0.0232491	0.0464254	0.0232491	0.0464254
41	197	1110	-0.0182303	-0.122495	0.000967503	-0.122495
42	405	1149	-0.0631146	-0.00110474	-0.0631146	-0.00110474
43	1949	952	-0.00592229	0.0152332	-0.00592229	0.0477102
