# Relevant parameters to reproduce this network:
# node_nr=100	 k_max=100
# initial_seed=1557414222	 delta_t=0.01	 max_steps=3000	 in_between=0
# fg_m=1	 fg_alpha=-1	 fg_t_min=0	 fg_t_max=1.2	 fg_t_number=120	 fg_weff_lower_frequency=-1e+08	 fg_weff_max_steps=3000	 fg_weff_in_between=0
# K Giant_component <r> sigma_r*sqrt(NODE_NR) clustering
0 0.02 0.171215 0.151426 0
0.01 0.02 0.18503 0.171543 0
0.02 0.02 0.187461 0.164271 0
0.03 0.02 0.171478 0.14854 0
0.04 0.02 0.17431 0.148299 0
0.05 0.02 0.169562 0.141384 0
0.06 0.02 0.179268 0.160097 0
0.07 0.03 0.153199 0.162922 0
0.08 0.03 0.196014 0.135282 0
0.09 0.03 0.184425 0.174716 0
0.1 0.03 0.161071 0.162946 0
0.11 0.03 0.178106 0.164062 0
0.12 0.03 0.187004 0.159105 0
0.13 0.03 0.183856 0.14464 0
0.14 0.03 0.188144 0.127255 0
0.15 0.03 0.154998 0.171472 0
0.16 0.03 0.162001 0.140623 0
0.17 0.03 0.158964 0.120975 0
0.18 0.03 0.188672 0.152559 0
0.19 0.04 0.174592 0.167766 0
0.2 0.04 0.188359 0.18186 0
0.21 0.06 0.208814 0.152212 0
0.22 0.06 0.167469 0.131736 0
