1	23	79	0.450835	-0.233695	0.450835	-0.233695
2	42	23	-0.445406	0.442783	-0.445406	0.450835
3	89	71	-0.435594	0.439389	-0.435594	0.439389
4	87	98	0.435458	-0.420248	0.435458	-0.420248
5	76	22	-0.390481	-0.274603	-0.390481	-0.274603
6	83	61	0.393909	-0.0771438	0.393909	-0.0771438
7	12	31	-0.313009	-0.236788	-0.313009	-0.236788
8	23	89	0.434611	-0.426337	0.450835	-0.435594
9	51	20	0.340264	0.0879009	0.340264	0.0879009
10	96	80	-0.122385	-0.401319	-0.122385	-0.401319
11	69	20	0.461748	0.104014	0.461748	0.0879009
12	84	4	-0.376252	-0.42571	-0.376252	-0.42571
13	79	32	-0.223978	0.364594	-0.233695	0.364594
14	48	23	-0.468315	0.433323	-0.468315	0.450835
15	22	34	-0.332542	0.361777	-0.274603	0.361777
16	67	65	-0.0306073	0.270972	-0.0306073	0.270972
17	53	59	-0.234823	0.445879	-0.234823	0.445879
18	13	98	-0.374141	-0.415566	-0.374141	-0.420248
19	98	75	-0.367692	0.493776	-0.420248	0.493776
20	87	13	0.434064	-0.392339	0.435458	-0.374141
21	18	31	0.383865	-0.274899	0.383865	-0.236788
22	95	76	0.252528	-0.327633	0.252528	-0.390481
23	65	42	0.247183	-0.439829	0.270972	-0.445406
24	9	58	0.286483	-0.330334	0.286483	-0.330334
25	63	37	0.425112	-0.110869	0.425112	-0.110869
26	38	60	-0.448995	0.403458	-0.448995	0.403458
27	23	22	0.410597	-0.318279	0.450835	-0.274603
28	83	59	0.38587	0.438738	0.393909	0.445879
29	29	48	-0.097291	-0.465742	-0.097291	-0.468315
30	14	83	-0.429483	0.406667	-0.429483	0.393909
31	73	10	-0.430208	0.223915	-0.430208	0.223915
32	80	44	-0.369448	0.195772	-0.401319	0.195772
33	97	67	0.436066	-0.00534115	0.436066	-0.0306073
34	63	58	0.412484	-0.323225	0.425112	-0.330334
35	69	22	0.435406	-0.318184	0.461748	-0.274603
36	97	37	0.420611	-0.0990992	0.436066	-0.110869
37	83	48	0.398284	-0.442069	0.393909	-0.468315
38	45	34	-0.140079	0.35455	-0.140079	0.361777
39	94	53	0.472181	-0.224719	0.472181	-0.234823
40	90	78	-0.268209	0.156487	-0.268209	0.156487
41	75	80	0.484403	-0.365595	0.493776	-0.401319
42	6	79	0.319211	-0.216351	0.319211	-0.233695
43	94	74	0.462205	-0.244673	0.472181	-0.244673
44	23	86	0.403918	-0.12335	0.450835	-0.12335
45	57	42	0.149785	-0.427189	0.149785	-0.445406
46	6	42	0.317498	-0.410449	0.319211	-0.445406
47	66	15	-0.324375	0.417402	-0.324375	0.417402
48	31	26	-0.268583	0.274508	-0.236788	0.274508
49	3	71	-0.318693	0.427361	-0.318693	0.439389
50	72	21	0.395344	-0.00476411	0.395344	-0.00476411
51	48	42	-0.437917	-0.4266	-0.468315	-0.445406
52	84	30	-0.400981	0.371246	-0.376252	0.371246
53	81	4	0.37467	-0.398295	0.37467	-0.42571
54	88	34	0.211551	0.335992	0.211551	0.361777
55	13	11	-0.385058	-0.254091	-0.374141	-0.254091
56	35	42	0.380595	-0.414347	0.380595	-0.445406
57	51	74	0.302942	-0.229621	0.340264	-0.244673
58	32	49	0.351288	-0.291491	0.364594	-0.291491
59	63	80	0.403838	-0.355693	0.425112	-0.401319
60	25	17	0.170184	-0.111705	0.170184	-0.111705
61	60	13	0.398995	-0.379838	0.403458	-0.374141
62	15	42	0.407857	-0.390646	0.417402	-0.445406
63	18	51	0.37324	0.284357	0.383865	0.340264
64	68	58	-0.0552542	-0.318625	-0.0552542	-0.330334
65	34	14	0.274303	-0.418671	0.361777	-0.429483
66	18	49	0.334379	-0.284591	0.383865	-0.291491
67	62	66	0.147785	-0.318102	0.147785	-0.324375
68	75	13	0.487085	-0.360746	0.493776	-0.374141
69	30	42	0.362698	-0.404384	0.371246	-0.445406
70	51	53	0.331396	-0.201097	0.340264	-0.234823
71	84	6	-0.390608	0.301361	-0.376252	0.319211
72	75	47	0.473434	-0.217011	0.493776	-0.217011
73	27	4	0.405395	-0.383211	0.405395	-0.42571
74	4	30	-0.388367	0.358582	-0.42571	0.371246
75	85	87	-0.242764	0.416752	-0.242764	0.435458
76	58	60	-0.289278	0.387761	-0.330334	0.403458
77	12	91	-0.263269	0.26283	-0.313009	0.26283
78	45	88	-0.123248	0.267784	-0.140079	0.211551
79	4	35	-0.377872	0.372	-0.42571	0.380595
80	49	71	-0.275341	0.424632	-0.291491	0.439389
81	29	30	-0.120334	0.320787	-0.097291	0.371246
82	94	90	0.443085	-0.25108	0.472181	-0.268209
83	26	47	0.259938	-0.20547	0.274508	-0.217011
84	14	72	-0.40655	0.37987	-0.429483	0.395344
85	79	42	-0.204467	-0.402309	-0.233695	-0.445406
86	63	76	0.393479	-0.304869	0.425112	-0.390481
87	2	40	-0.212143	0.32492	-0.212143	0.32492
88	59	2	0.406645	-0.200858	0.445879	-0.212143
89	2	83	-0.191374	0.397967	-0.212143	0.393909
90	98	9	-0.339901	0.273664	-0.420248	0.286483
91	75	84	0.453854	-0.368049	0.493776	-0.376252
92	97	11	0.415604	-0.332889	0.436066	-0.254091
