See main file without _EDGELIST for data for netwk parameters.
201	1163	-0.0554712	0
217	1465	0	0
1452	224	0	0.0412693
1572	90	0	-0.00224477
1213	571	0.00993286	0
1714	451	-0.0576598	-0.00390782
1840	141	-0.0143259	-0.0193286
1538	1818	-0.037476	0
22	1589	-0.0397037	0
1062	837	-0.0390894	0.0343224
675	1344	0	0
24	1452	0	0.0135277
297	1056	0	-0.0128537
1770	1701	0	0.0584136
754	373	0.0135951	0
162	1531	0	0
723	18	0	0
164	564	-0.0162638	-0.00752779
1468	1051	-0.0373746	0
1675	157	0	0
1586	84	0	0
960	1255	0.00103308	0
1153	897	0	-0.0178411
1056	1032	0.000147443	0.00737035
1384	1844	0	0
747	34	0	0
1055	288	0	0
1874	1543	0.082947	0
812	432	0	0
1086	1867	-0.0241207	0
1253	649	0	0
1528	1397	-0.0247842	0
19	1610	0	0
280	1084	0.0824749	0.0599854
1784	1093	0	0.000741479
1731	1242	0	0
678	812	-0.0131555	0.0275204
1912	393	0	0
443	765	-0.0614519	-0.0336662
1591	1484	0	-0.0422367
360	1473	0.0410826	0
1433	690	-0.0353959	-0.069251
1629	254	0	0
2	1180	0	0
38	1760	-0.0353506	0
1970	770	0	0
873	842	-0.0294778	0
951	1562	-0.0144641	0
372	1504	0	0.0816512
1399	1808	0.0679574	0
1085	1338	0	0
1996	905	-0.027781	0
229	1224	0.0350446	0
1655	742	0.0203365	0.0298886
1468	1403	-0.0432337	0
722	612	0.00588516	0
1864	157	-0.028227	0.0380923
1622	1514	0	0
392	301	-0.00334568	0
412	613	-0.0286699	0
233	813	0	0
692	200	0	0
10	358	0	0
1736	198	0.00357705	-0.0130055
1087	1030	0	0
1055	290	-0.0321065	0
1416	689	-0.000575217	0
1261	1256	0	-0.00819534
395	506	0.0136949	0
186	1897	0	-0.0230294
886	1824	0	0
1124	539	0	0
1053	689	-0.074226	-0.010229
208	824	0	0.00927305
832	682	-0.0765798	-0.0104168
1085	583	-0.00580668	0
609	1744	0	0.00386812
815	864	0	-0.0392285
880	1066	0	0
1147	1916	0	0
1823	1151	0.0290849	0
1258	475	0	-0.029099
1265	875	-0.00915306	0
1624	334	0	-0.0341954
989	1190	0	0.0179573
1532	204	0	0
154	1238	0	0.0196078
912	854	0	0
288	927	-0.024019	0
649	936	-0.0646002	-0.0195904
350	557	0	0.013499
1119	130	0	0
1941	335	0	0
1247	1842	0	0
1854	1509	0	0.0271594
877	978	0	0
1353	1127	0	0
1894	1664	0	0
443	130	-0.0429281	-0.0132112
240	1306	0.012365	0
1724	719	-0.0206059	0
215	1837	0	-0.0289871
1150	566	0.0470918	0
980	995	0	0.0357724
1696	723	0	0.0703188
1618	555	0.00638224	0
881	1681	0	0
1051	33	-0.0265027	0
1999	788	-0.0330936	0
455	406	0	0
324	1502	0	0.0226576
1563	1663	0	0
550	1279	-0.00918525	0.0140419
999	194	0.0194544	-0.0025484
294	339	0	0
1651	1447	0	-0.023852
679	1370	0	-0.0222978
297	289	0.0015936	0
1983	1678	0	0.0143611
1168	658	0	-0.0510728
1655	1326	0.0261376	0.0278415
1414	1266	0	0
459	627	0	-0.00175969
1343	1095	-0.0416273	0
1664	1143	0.0838006	0.0291127
515	268	0	0
667	285	0	0
1401	656	0	0
89	1080	0	0
585	968	0	0
616	771	0	0
301	1047	-0.0158911	-0.0150948
1417	1192	0.0734791	0
1600	495	-0.0182639	0
146	1744	0	0.0300399
1438	597	0.0797926	0
633	585	0.0120526	-0.0379379
127	1944	0	-0.00404478
913	1729	-0.00084635	-0.0341042
1726	1151	0.0215289	0.0414038
813	1331	-0.0732195	0.0897563
1345	470	0	0
1651	1001	-0.0287562	0
732	628	-0.0596642	0
42	1088	0	0
192	1016	0	0
1540	416	0	0
1531	1001	-0.0231578	-0.0345918
1218	1656	0	0
1663	427	-0.0645207	0
1620	892	-0.0862827	0
403	1985	0	0
448	435	-0.0016761	-0.021707
1996	0	-0.0313597	-0.0202737
175	1282	0	0
446	622	0	0
1121	731	0	0
1131	1597	0	0
857	1838	-0.0573949	0
566	1430	0.057539	0
1920	313	0	0
1295	760	-0.0218244	0
369	1127	-0.00787628	-0.000699918
1080	101	-0.0322989	0.0459434
1255	1863	-0.00101532	0
1978	223	0	0
1414	1732	-0.0368375	0
581	305	-0.0570127	0
295	573	0	0.0029698
1777	90	-0.019288	0.00483889
1884	1121	0.00234072	0.0375407
1932	1407	0	0
1784	2	-0.0052371	0.0527286
810	788	0	-0.0171862
1793	673	0	0.00874071
1912	1773	-0.0550834	0
341	1191	0	0
576	1585	0.00417517	0
555	1150	-0.02543	0.0194782
820	42	0	0.0213785
184	617	0	0
1777	19	-0.00320341	-0.035346
106	1816	0	-0.0162326
629	155	0	0
433	937	0	0
755	1708	0	-0.0597428
1974	1491	0	0
254	1631	-0.0472283	0.0179256
44	957	0	0
366	1655	-0.0829157	0.0264784
1560	239	-0.0359558	0
1730	1808	0	0.0355004
662	590	-0.0183064	-0.0288624
628	1431	-0.0560823	-0.00403775
590	750	-0.0228242	0
1481	419	0.0143393	0
1945	145	0	0
351	119	0	0
1360	419	0	0.00448716
661	1092	-0.0214763	0
111	1547	0	4.8776e-05
1538	1389	-0.0354988	0
379	1809	0	0
1611	1153	0.00751991	-0.0203827
1366	1980	0	0.0040894
198	1122	0.0043459	-0.024319
734	312	0	0
1187	228	0	0
318	661	0	-0.0187819
441	27	0	-0.0231922
726	751	0	0.0196954
1534	1539	0	0
1209	745	0	0
1061	1045	0.00310109	0.0319348
1991	1526	0.00710293	0
1826	1858	0	0
1101	269	0.0689077	-0.00126825
984	1686	0	0.0123378
972	1099	0	0
435	896	-0.0116916	0
1231	1847	0	0.0391737
972	433	-0.071089	-0.0336123
1887	1730	0.0282039	0.020411
208	1858	0.00360867	-0.0638932
1971	85	0	0
1059	942	0	0
1432	1143	0	0.0510409
1474	1220	0	-0.0552444
628	307	-0.0354318	-0.0182415
1088	1797	0.0372488	0
130	744	-0.0299854	0
1343	658	-0.0547061	-0.0290537
1215	1293	-0.0526677	0
120	1751	0	0.0278032
1075	445	0	0
46	1435	0	0
685	379	0	-0.0478558
1462	1796	0	-0.0634497
1298	1974	0	0.0268507
1651	377	-0.0318592	0
93	1494	0	0
45	36	0	0
646	315	0	-0.0196344
477	254	0.038451	-0.00029755
1818	1060	-0.0184408	0
543	1161	0	0
990	550	0.0248394	0.0153889
993	1513	0	0
1407	1308	-0.0111047	0
1587	156	0	-0.0390631
1419	137	0.0268691	0
1725	1471	0	0
1992	814	0	-0.00313408
852	1694	0	0
518	1113	0	0
1699	1872	0.0111743	0.000910452
1104	1	-0.0345411	0
1262	1347	0	0
1717	317	0	0
1584	574	0	-0.0112391
135	1304	0	0
1837	1830	-0.0216082	0
1097	184	0.0137058	-0.00479039
760	1039	-0.0129729	0
1554	1406	0.0164518	-0.00313022
1178	1894	0.0307225	0.0272228
892	1514	-0.0819238	-0.00157531
194	1713	0.0175963	0
138	36	0	-0.0111984
848	901	0.0427162	0
1534	1865	0.0498155	0
937	905	-0.0523506	-0.0197794
1065	849	0	0
150	853	0.0158122	0
1641	69	0.00493263	0
1368	138	0	-0.0154578
1843	306	0	0
1041	500	0	-0.0226028
1030	425	0.0700672	0.00088952
722	1161	-0.0148658	0.0452023
1701	1810	0.0281337	0
617	1688	0.0112713	0
420	24	0	0.0213015
936	7	-0.0420953	0
1968	1099	0.0391123	-0.0206266
1149	499	-0.0613433	0
1299	633	0	0.00999493
1229	1988	0	0
1052	523	0	0
317	1662	-0.0170427	0
1395	723	0	0.0711629
508	1350	0	0
542	1447	0.00436015	-0.0356718
627	259	-0.0108281	-0.0432543
1153	95	-0.018067	0
1027	236	0.00754874	-0.0523234
917	250	0.040257	0
222	47	-0.0585798	0
551	1210	0	-0.0022315
731	1064	0.0147189	0.0146213
958	628	-0.0135481	-0.0191088
1722	1795	0	0
1212	1861	0	0.010025
1655	1379	0.0081172	0
1450	793	-0.0342027	0
243	1271	0.046083	0
1779	1502	0	0.0215653
379	1542	-0.0512152	0
1232	875	0.0356707	-0.0198238
931	1851	0	0
1530	633	0	0.00289084
1773	901	-0.0411385	0.0453525
359	1537	0	0
1160	6	0.0212011	0
406	1345	0.0666113	-0.0658177
1651	178	-0.0289541	0.0015007
1829	409	0	0
790	1683	-0.019399	0
1335	10	0	0.00123348
1846	247	0.0245631	0.00293235
723	1645	0.0549244	0
1723	1224	0	0.0402032
1504	1891	0.0420979	0
415	1795	0	-0.0315575
117	591	0	0
1993	547	0.00758047	-0.0658997
1302	1609	-0.0267449	0
656	1206	0.0525437	0
85	1255	-0.0478881	0.00539765
192	597	0.0426503	0.0633579
1190	388	0.00679632	-0.0125158
343	1146	0	0
1758	523	0	0.0567637
856	117	-0.0225888	-0.0446891
1017	274	0	-0.0245097
1407	181	-0.0321135	0
1225	1965	0	0.0588402
1595	1085	0	-0.0199615
1588	391	-0.0129189	0
1624	1354	-0.0139198	0
554	1967	0	0
75	1440	0.0226135	-0.000791989
137	1744	0.0238331	0.0378349
510	1315	-0.00982686	0
1229	1755	-0.0286094	-0.0302203
785	799	0	0
1007	1532	0	-0.000926054
1218	1914	0.0295474	-0.0198397
1764	1644	0	-0.0057468
1826	605	-0.0228058	0
1230	808	0	0
1300	1501	0.00228692	0
1963	1974	0	0.0255283
541	1770	0.00470316	0.0175286
843	907	0	-0.0436349
574	1168	-0.0134716	-0.0301829
931	215	-0.0197818	-0.0122901
1964	1598	0	0
676	311	0	0.00546874
479	1160	0	0.0283055
794	777	0	-0.0506359
1742	1463	-0.00249809	0.0220901
1849	1396	0	0
1243	1741	0.0405526	0
1809	1510	-0.0150014	0
496	1930	0	-0.0270423
1566	399	0	0
301	654	-0.00311238	0
502	137	0	0.0303544
258	659	0	0
73	1707	-0.0150555	0
763	6	0.0474407	0.0150845
41	1700	0	0
917	601	-0.00296477	0
1314	119	0	0.0127584
1663	52	-0.0432785	0
144	1964	0.0187412	-0.00257407
1230	1799	-0.0620281	0.0367705
366	1877	0.0120171	0
945	750	-0.00383776	-0.0194939
955	1684	-0.0192111	0.00401315
1538	1648	-0.0227652	-0.0282072
1823	793	0.0234474	-0.0159724
410	989	0	-0.00209999
222	1751	-0.0227875	0.00375509
634	179	-0.0316168	0
1504	121	0.0453475	0
1275	845	0	0.0263409
1495	206	0	0.0233968
1734	1514	0.0108072	-0.0499681
1960	1327	0	0
1296	1178	0	0.0296279
1116	92	0	0
1859	1965	-0.011015	0.0102325
314	196	0	0
38	1900	-0.0178928	0
337	615	-0.00285928	0.0353908
1284	235	0	0.0300496
1341	1710	0	0
1248	1758	0	0.0176902
185	738	0	0
1116	1362	-0.0445355	-0.0658344
1168	469	-0.0213892	0
1468	1355	-0.0207464	0
751	1385	0.0268576	-0.0529747
1157	1280	0	0
302	1061	0	0.00965659
1797	934	0.0191416	0
1075	32	-0.076532	0
903	1932	0	-0.0440785
1541	741	0	0
733	50	0	0
1069	1885	0.0350074	0
1799	304	-0.0126676	0
1203	845	0.0164133	0.0188868
554	603	-0.0510185	0
933	835	-0.00923211	0
353	298	0	-0.0207961
619	1760	0	-0.0127669
618	1786	-0.0158085	0
1041	893	-0.0100705	0
551	412	-0.0254164	0.0104636
545	1760	-0.0182072	-0.0106617
518	1701	0.0478244	0.0110961
548	1339	0	0
1417	517	0.0484783	0
1501	101	-0.0152625	0.00341073
181	591	-0.0425081	-0.0277357
307	199	-0.00919279	0
1876	1621	0	0
1207	1603	-0.0358538	-0.0147873
609	1041	0.033017	-0.00840813
974	1054	0	0
321	102	0	0
1624	1603	-0.0140058	-0.0199318
1146	1269	-0.0466671	0
595	294	0	-0.0271049
1475	1041	0	-0.00461239
790	354	-0.00538814	0
991	525	0	0
201	1878	-0.0423043	0
1424	1587	0	-0.0217072
1833	1218	0	0.00485387
1961	1096	-0.0587561	0
1131	1308	0.0068409	-0.0345834
10	1618	-0.0130543	0.00104366
1221	93	-0.0591308	0.0504313
150	251	0.0221501	0
1634	1496	0.0596985	0.000794208
581	1503	-0.0313585	0
236	265	-0.0160969	0
696	104	0	0.0134594
1297	1536	0	0
1224	1245	0.0379922	0
140	1093	0	0.0119344
600	1161	0	-0.00487295
1326	1664	0.00944483	0.0206578
1641	918	0.0208886	-0.0216313
1840	1525	-0.00631954	0
823	717	-0.00201573	-0.0430277
1673	1849	0	-0.000850821
1647	1236	0	0
563	1998	0	-0.00694273
