See main file without _EDGELIST for data for netwk parameters.
101	1000	0	0
858	269	0	0
751	1186	0	0
447	1447	0	0
1811	1194	0	0
1634	327	0	0
922	212	0	0
1362	777	0	0
1690	1097	0	0
532	395	0	0
1141	1324	0	0
1686	663	0	0
516	1644	0	0
1640	1560	0	0
1468	319	0	0
1724	964	0	0
1571	662	0	0
660	1046	0	0
1172	1239	0	0
1423	1125	0	0
59	941	0	0
1313	795	0	0
490	347	0	0
1279	683	0	0
1729	507	0	0
507	1383	-0.0825107	0
487	1744	0	0
1178	814	0	0
699	1690	0	0.0791641
1415	783	0	0
477	699	0	0.0521716
1509	687	0	0
1302	708	0	0
607	1840	0	0
1648	1999	0	0
557	107	0	0
1631	1093	0	0
1637	559	0	0
1846	311	0	0
1869	1859	0	0
1416	1295	0	0
823	627	0	0
1654	1468	0	-0.0544872
858	197	0.044746	0
736	105	0	0
564	962	0	0
1777	1411	0	0
1556	40	0	0
590	1714	0	0
936	73	0	0
1195	1018	0	0
383	1137	0	0
722	1835	0	0
1440	768	0	0
440	172	0	0
1968	1747	0	0
769	897	0	0
1222	1484	0	0
1167	1655	0	0
118	1196	0	0
1141	81	-0.091462	0
844	578	0	0
742	1509	0	0.0196972
917	1502	0	0
630	428	0	0
1588	1110	0	0
986	951	0	0
1588	1416	0.017493	-0.0442344
1603	1837	0	0
999	673	0	0
150	1198	0	0
299	275	0	0
1238	1517	0	0
1922	855	0	0
669	1032	0	0
564	442	-0.00750311	0
360	266	0	0
669	103	-0.0246432	0
1654	334	-0.0644835	0
1907	1693	0	0
438	187	0	0
210	1074	0	0
281	170	0	0
80	1056	0	0
748	1798	0	0
529	1554	0	0
1265	1195	0	0.00188766
754	1189	0	0
873	108	0	0
1966	1611	0	0
1850	1281	0	0
1841	1310	0	0
765	1538	0	0
1160	1578	0	0
486	688	0	0
960	510	0	0
925	924	0	0
141	964	0	-0.0239604
247	633	0	0
537	296	0	0
107	1535	0.00494745	0
754	292	0.0148876	0
429	1169	0	0
1149	547	0	0
996	872	0	0
1196	1802	0.0265166	0
507	225	-0.058643	0
717	371	0	0
1111	662	0	-0.0569969
1086	425	0	0
1938	1583	0	0
933	1737	0	0
1377	187	0	0.0829355
1331	531	0	0
1107	614	0	0
90	152	0	0
1079	970	0	0
550	1884	0	0
1277	1254	0	0
781	1590	0	0
1569	493	0	0
1381	72	0	0
1123	378	0	0
1171	626	0	0
1459	453	0	0
307	1806	0	0
278	68	0	0
634	261	0	0
581	1079	0	-0.0654957
1203	1450	0	0
633	851	-0.0456857	0
1993	532	0	-0.0259458
615	1198	0	0.0282917
356	1952	0	0
1481	101	0	0.0325542
803	1667	0	0
134	1807	0	0
970	201	-0.0725457	0
732	500	0	0
1062	983	0	0
510	253	0.0299747	0
635	1861	0	0
1991	274	0	0
210	1578	0.0235826	0.0188195
364	271	0	0
303	308	0	0
1596	1429	0	0
1272	1233	0	0
624	240	0	0
1780	986	0	0.0258348
77	706	0	0
1699	401	0	0
448	48	0	0
108	1480	-0.0399086	0
1757	378	0	0.0382415
182	159	0	0
1272	687	0.0153401	0.0395876
798	941	0	0.00118302
981	1406	0	0
1329	1615	0	0
581	340	-0.0769867	0
1957	481	0	0
211	1914	0	0
1857	720	0	0
1100	811	0	0
869	270	0	0
752	1447	0	-0.0737928
779	1736	0	0
1034	1989	0	0
541	1010	0	0
1479	1076	0	0
1748	1996	0	0
790	100	0	0
1650	1365	0	0
1658	405	0	0
347	1419	-0.00211836	0
1361	990	0	0
1110	315	-0.0126344	0
1428	640	0	0
198	1176	0	0
1064	1098	0	0
431	856	0	0
1089	1252	0	0
1150	1188	0	0
144	1965	0	0
1200	1619	0	0
1588	1201	7.69768e-05	0
1972	1547	0	0
720	787	-0.0655354	0
1370	1806	0	-0.0388309
456	774	0	0
790	0	-0.0132282	0
1804	1989	0	-0.0771275
640	1026	0.0126746	0
103	1024	-0.015343	0
1447	57	-0.0623354	0
1782	908	0	0
249	1823	0	0
661	1705	0	0
1944	256	0	0
366	325	0	0
249	1399	0.0616326	0
796	1221	0	0
606	1776	0	0
933	1751	0.0648898	0
1736	207	0.0456726	0
1798	1300	0.0380211	0
1736	1056	0.02111	-0.0650883
837	1104	0	0
590	661	-0.0605135	-0.0548061
1169	392	-0.0430628	0
141	897	-0.0414057	-0.00784109
1025	680	0	0
618	1803	0	0
195	626	0	-0.0099185
201	923	-0.0794489	0
1874	1243	0	0
1047	722	0	-0.0311113
574	90	0	-0.0128525
326	1848	0	0
1013	1388	0	0
528	1679	0	0
918	823	0	-0.0230753
332	644	0	0
450	911	0	0
976	1371	0	0
489	700	0	0
1942	542	0	0
1489	1996	0	0.0125504
161	1311	0	0
1361	1524	-0.0416851	0
658	60	0	0
763	206	0	0
1866	131	0	0
1118	870	0	0
1226	240	0	-0.0251844
1857	1937	-0.0270692	0
53	1755	0	0
27	1461	0	0
573	1547	0	0.0101383
1817	620	0	0
858	1337	0.0128333	0
1005	981	0	0.0568056
1734	1202	0	0
1756	1089	0	0.0242336
864	1425	0	0
1217	541	0	0.00728494
859	1313	0	0.018711
356	589	-0.0252247	0
1982	229	0	0
202	1118	0	0.0647004
1813	682	0	0
841	1857	0	-0.00609896
1217	578	-0.00466949	0.0187621
832	907	0	0
1003	516	0	0.0273315
1980	973	0	0
542	189	0.012807	0
550	194	0.0101604	0
1927	576	0	0
261	756	-0.0186279	0
1650	848	0.0165998	0
97	133	0	0
22	431	0	-0.0843233
662	1806	-0.0183202	-0.00118427
1533	1984	0	0
1496	1828	0	0
1486	954	0	0
841	1108	-0.00656816	0
955	1431	0	0
412	1977	0	0
99	1326	0	0
1448	1601	0	0
1213	1816	0	0
435	1008	0	0
1294	945	0	0
1917	1919	0	0
1637	247	0.0306002	-0.0184652
540	1897	0	0
160	1583	0	0.0236235
141	1869	-0.0279798	0.0291575
1864	1641	0	0
454	1528	0	0
1569	58	-0.0384147	0
450	1045	0.0425987	0
1390	1385	0	0
549	164	0	0
1638	1614	0	0
845	1735	0	0
1406	346	0.0105501	0
431	1746	-0.0701561	0
235	243	0	0
1210	422	0	0
1848	1143	-0.00114275	0
1684	103	0	-0.0221722
752	1333	-0.0451488	0
1256	388	0	0
958	1998	0	0
1042	14	0	0
869	1847	0.0511934	0
995	1950	0	0
1305	1909	0	0
663	1884	0.00592011	-0.0192555
293	329	0	0
850	1267	0	0
1596	1588	0.0265426	-0.00927728
1226	1887	-0.00693036	0
792	1618	0	0
1442	159	0	0.0110075
1365	1459	0.00992616	0.091588
538	1712	0	0
298	78	0	0
402	1619	0	-0.0224886
222	1220	0	0
1515	1743	0	0
1173	1433	0	0
1019	824	0	0
1489	451	-0.0194056	0
444	178	0	0
1018	906	-0.011511	0
983	752	-0.0718096	-0.024206
1753	1207	0	0
1943	337	0	0
1084	1336	0	0
857	658	0	-0.0891714
1133	436	0	0
1524	860	0.0012556	0
1442	559	0.025511	0.000546947
447	1418	-0.0365807	0
1267	1190	0.0636443	0
1546	484	0	0
1796	1695	0	0
156	1343	0	0
1726	971	0	0
1569	602	-0.0214107	0
519	902	0	0
1172	1776	0.0136942	0.0207383
1701	1270	0	0
1485	443	0	0
1872	1103	0	0
1021	1504	0	0
1571	1841	-0.00958869	-0.0506777
1053	1043	0	0
1734	1313	0.0455703	-0.0125915
104	783	0	0.0195625
1709	498	0	0
1857	529	0.00491759	0.0661952
1111	1859	-0.0218834	-0.0112487
1122	1005	0	-0.0151227
899	751	0	-0.00846377
1911	1024	0	-0.00363407
27	1698	-0.0166637	0
1742	1897	0	0.00853529
1640	1930	-0.0169612	0
1164	662	0	-0.0164156
1069	759	0	0
1678	1735	0	0.0724176
1902	1799	0	0
1568	756	0	-0.00663337
1601	75	-0.0126093	0
280	1417	0	0
1919	804	-0.0389128	0
1453	1620	0	0
369	1558	0	0
1215	1708	0	0
1412	1417	0	0.0903549
1108	378	0.0199609	0.00544776
405	1812	-0.0257779	0
1463	1101	0	0
1682	259	0	0
716	838	0	0
1996	475	-0.00459623	0
1061	247	0	0.0102927
261	38	-0.0288957	0
1577	1701	0	0.0666701
236	690	0	0
1953	1200	0	0.00320499
678	449	0	0
224	608	0	0
1538	1924	-0.0548696	0
476	1600	0	0
1612	1083	0	0
1438	148	0	0
599	545	0	0
1660	1274	0	0
1476	538	0	-0.0560479
1302	1027	-0.0352406	0
126	1961	0	0
1437	534	0	0
1997	996	0	0.0208635
1608	1232	0	0
