0	-1e-06	0
0.01	3e-06	0
0.02	3e-06	0
0.03	4e-06	0
0.04	4e-06	0
0.05	4e-06	0
0.06	4e-06	0
0.07	4e-06	0
0.08	4e-06	0
0.09	4e-06	0
0.1	4e-06	0
0.11	5e-06	0
0.12	5e-06	0
0.13	5e-06	0
0.14	5e-06	0
0.15	5e-06	0
0.16	5e-06	0
0.17	5e-06	0
0.18	6e-06	0
0.19	6e-06	0
0.2	6e-06	0
0.21	6e-06	0
0.22	6e-06	0
0.23	6e-06	0
0.24	7e-06	0
0.25	7e-06	0
0.26	7e-06	0
0.27	7e-06	0
0.28	7e-06	0
0.29	7e-06	0
0.3	9e-06	0
0.31	9e-06	0
0.32	9e-06	0
0.33	9e-06	0
0.34	9e-06	0
0.35	1e-05	0
0.36	1e-05	0
0.37	1e-05	0
0.38	1e-05	0
0.39	1e-05	0
0.4	1e-05	0
0.41	1.1e-05	0
0.42	1.1e-05	0
0.43	1.1e-05	0
0.44	1.1e-05	0
0.45	1.2e-05	0
0.46	1.2e-05	0
0.47	1.2e-05	0
0.48	1.5e-05	0
0.49	1.5e-05	0
0.5	1.5e-05	0
0.51	1.6e-05	0
0.52	1.6e-05	0
0.53	1.6e-05	0
0.54	1.7e-05	0
0.55	1.7e-05	0
0.56	2.1e-05	0
0.57	2.1e-05	0
0.58	2.1e-05	0
0.59	2.1e-05	0
0.6	2.1e-05	0
0.61	2.4e-05	0
0.62	2.4e-05	0
0.63	2.4e-05	0
0.64	2.6e-05	0
0.65	2.9e-05	0
0.66	2.9e-05	0
0.67	3e-05	0
0.68	3.2e-05	0
0.69	3.5e-05	0
0.7	3.9e-05	0
0.71	4e-05	0
0.72	4.8e-05	0
0.73	4.9e-05	0
0.74	5.2e-05	0
0.75	5.6e-05	0
0.76	6.4e-05	0
0.77	6.7e-05	0
0.78	6.9e-05	0
0.79	8e-05	0
0.8	9.5e-05	0
0.81	0.000124	0
0.82	0.000124	0
0.83	0.000144	0
0.84	0.000193	0
0.85	0.000233	0
0.86	0.000332	0
0.87	0.000594	0
0.88	0.001811	0
0.89	0.594229	0
0.9	0.741494	0
0.91	0.79589	0
0.92	0.833034	0
0.93	0.864879	0
0.94	0.891537	0
0.95	0.913797	0
0.96	0.932894	0
0.97	0.951772	0
0.98	0.968876	0
0.99	0.984319	0
