0	-1e-05	0
0.01	3e-05	0
0.02	4e-05	0
0.03	4e-05	0
0.04	5e-05	0
0.05	5e-05	0
0.06	6e-05	0
0.07	6e-05	0
0.08	7e-05	0
0.09	7e-05	0
0.1	8e-05	0
0.11	9e-05	0
0.12	9e-05	0
0.13	0.0001	0
0.14	0.00011	0
0.15	0.00011	0
0.16	0.00012	0
0.17	0.00012	0
0.18	0.00013	0
0.19	0.00015	0
0.2	0.00015	0
0.21	0.00015	0
0.22	0.00016	0
0.23	0.00021	0
0.24	0.00021	0
0.25	0.00024	0
0.26	0.00031	0
0.27	0.00031	0
0.28	0.00033	0
0.29	0.00035	0
0.3	0.00036	0
0.31	0.00036	0
0.32	0.00047	0
0.33	0.00048	0
0.34	0.00059	0
0.35	0.00059	0
0.36	0.00069	0
0.37	0.0007	0
0.38	0.00085	0
0.39	0.00087	0
0.4	0.00117	0
0.41	0.00125	0
0.42	0.00142	0
0.43	0.00172	0
0.44	0.00174	0
0.45	0.00185	0
0.46	0.00213	0
0.47	0.00323	0
0.48	0.00797	0
0.49	0.01261	0
0.5	0.02014	0
0.51	0.02612	0
0.52	0.07428	0
0.53	0.10443	0
0.54	0.1449	0
0.55	0.18498	0
0.56	0.21513	0
0.57	0.24376	0
0.58	0.27798	0
0.59	0.30769	0
0.6	0.33258	0
0.61	0.36105	0
0.62	0.38554	0
0.63	0.41058	0
0.64	0.4368	0
0.65	0.46054	0
0.66	0.48473	0
0.67	0.50666	0
0.68	0.52866	0
0.69	0.55015	0
0.7	0.56931	0
0.71	0.59148	0
0.72	0.60967	0
0.73	0.62962	0
0.74	0.6475	0
0.75	0.66576	0
0.76	0.68259	0
0.77	0.69961	0
0.78	0.71716	0
0.79	0.73329	0
0.8	0.74949	0
0.81	0.76529	0
0.82	0.78046	0
0.83	0.79509	0
0.84	0.80905	0
0.85	0.82299	0
0.86	0.83653	0
0.87	0.84982	0
0.88	0.86278	0
0.89	0.87554	0
0.9	0.88845	0
0.91	0.90086	0
0.92	0.9127	0
0.93	0.92476	0
0.94	0.93635	0
0.95	0.94734	0
0.96	0.95842	0
0.97	0.96914	0
0.98	0.97962	0
0.99	0.98988	0
