16	10	0.07659	0	0.0630672	-0.0509957
4	19	0	0.0334677	-0.00319653	0.0901128
11	13	0	0	-0.000418454	-0.0136488
3	9	0	0	-0.0618115	0.0166416
16	17	0.0247469	0	0.0630672	-0.0389966
18	3	0	-0.022585	0.0888692	-0.0618115
17	11	0.0119982	-0.00703365	-0.0389966	-0.000418454
19	3	0.00656056	0.0145664	0.0901128	-0.0618115
10	9	0.00882482	0.00882482	-0.0509957	0.0166416
11	18	0.00896226	0.00896226	-0.000418454	0.0888692
6	17	0	0.00896231	-0.05068	-0.0389966
5	12	0	0	-0.0852351	-0.0361296
15	5	0	-0.0606823	-0.0729519	-0.0852351
3	4	0.00354028	0.00354028	-0.0618115	-0.00319653
3	12	0.00354028	-0.0647722	-0.0618115	-0.0361296
17	14	-0.011044	0	-0.0389966	0.0868653
0	2	0	0	0.0984921	0.077136
9	15	-0.00450356	-0.00450356	0.0166416	-0.0729519
17	4	-0.00479691	-0.00479691	-0.0389966	-0.00319653
7	1	0	0	0.0738739	-0.0198604
4	6	-0.00505115	-0.00505115	-0.00319653	-0.05068
1	2	0.0270067	0.087814	-0.0198604	0.077136
12	16	-0.0042608	-0.0042608	-0.0361296	0.0630672
2	6	0.0574104	-0.00436502	0.077136	-0.05068
12	2	0.00874204	0.00874204	-0.0361296	0.077136
9	13	0.00855569	0.00855569	0.0166416	-0.0136488
4	2	0.00878157	0.00878157	-0.00319653	0.077136
1	0	0.00858858	0.00858858	-0.0198604	0.0984921
10	15	0.00895484	0.00895484	-0.0509957	-0.0729519
9	7	0.0084807	0.0084807	0.0166416	0.0738739
18	19	0.0084807	0.0084807	0.0888692	0.0901128
16	14	0.0084807	0.0084807	0.0630672	0.0868653
6	3	0.0084807	0.0084807	-0.05068	-0.0618115
8	5	0	0.0084807	0.00823162	-0.0852351
17	1	0.00846825	0.00846825	-0.0389966	-0.0198604
7	16	0.00846825	0.00846825	0.0738739	0.0630672
3	10	0.00846825	0.00846825	-0.0618115	-0.0509957
5	1	0.00846825	0.00846825	-0.0852351	-0.0198604
16	4	0.00846825	0.00846825	0.0630672	-0.00319653
9	17	0.00846825	0.00846825	0.0166416	-0.0389966
19	17	0.00846825	0.00846825	0.0901128	-0.0389966
14	4	0.00846825	0.00846825	0.0868653	-0.00319653
1	12	0.00846825	0.00846825	-0.0198604	-0.0361296
1	8	0.00846825	0.00846825	-0.0198604	0.00823162
3	16	0.00846825	0.00846825	-0.0618115	0.0630672
4	10	0.00846825	0.00846825	-0.00319653	-0.0509957
2	10	0.00846825	0.00846825	0.077136	-0.0509957
5	11	0.00846825	0.00846825	-0.0852351	-0.000418454
0	11	0.00846825	0.00846825	0.0984921	-0.000418454
5	19	0.00846825	0.00846825	-0.0852351	0.0901128
12	8	0.00846825	0.00846825	-0.0361296	0.00823162
10	19	0.00846825	0.00846825	-0.0509957	0.0901128
3	5	0.00846825	0.00846825	-0.0618115	-0.0852351
18	17	0.00846825	0.00846825	0.0888692	-0.0389966
2	13	0.00846825	0.00846825	0.077136	-0.0136488
1	18	0.00846825	0.00846825	-0.0198604	0.0888692
8	3	0.00846825	0.00846825	0.00823162	-0.0618115
1	4	0.00846825	0.00846825	-0.0198604	-0.00319653
15	7	0.00846825	0.00846825	-0.0729519	0.0738739
