1	40	17	0.32492	-0.111705	0.32492	-0.111705
2	87	98	0.435458	-0.420248	0.435458	-0.420248
3	83	62	0.393909	0.147785	0.393909	0.147785
4	23	89	0.450835	-0.435594	0.450835	-0.435594
5	95	80	0.252528	-0.401319	0.252528	-0.401319
6	84	5	-0.376252	-0.0306783	-0.376252	-0.0306783
7	78	31	0.156487	-0.236788	0.156487	-0.236788
8	66	63	-0.324375	0.425112	-0.324375	0.425112
9	12	99	-0.313009	0.205295	-0.313009	0.205295
10	98	72	-0.413051	0.395344	-0.420248	0.395344
11	95	74	0.24214	-0.244673	0.252528	-0.244673
12	9	59	0.286483	0.445879	0.286483	0.445879
13	36	60	-0.0805293	0.403458	-0.0805293	0.403458
14	83	61	0.367006	-0.0771438	0.393909	-0.0771438
15	13	82	-0.374141	0.0406225	-0.374141	0.0406225
16	78	42	0.138599	-0.445406	0.156487	-0.445406
17	97	68	0.436066	-0.0552542	0.436066	-0.0552542
18	66	25	-0.315419	0.170184	-0.324375	0.170184
19	44	37	0.195772	-0.110869	0.195772	-0.110869
20	90	76	-0.268209	-0.390481	-0.268209	-0.390481
21	6	79	0.319211	-0.233695	0.319211	-0.233695
22	23	86	0.442926	-0.12335	0.450835	-0.12335
23	56	43	0.177016	-0.188298	0.177016	-0.188298
24	30	19	0.371246	0.0197675	0.371246	0.0197675
25	71	21	0.439389	-0.00476411	0.439389	-0.00476411
26	48	40	-0.468315	0.309282	-0.468315	0.32492
27	88	33	0.211551	-0.185888	0.211551	-0.185888
28	13	10	-0.357197	0.223915	-0.374141	0.223915
29	32	53	0.364594	-0.234823	0.364594	-0.234823
30	24	19	0.103994	0.0379992	0.103994	0.0197675
31	15	45	0.417402	-0.140079	0.417402	-0.140079
32	18	53	0.383865	-0.223892	0.383865	-0.234823
33	33	21	-0.170022	0.0115986	-0.185888	-0.00476411
34	75	13	0.493776	-0.346772	0.493776	-0.374141
35	50	58	0.305879	-0.330334	0.305879	-0.330334
36	84	7	-0.355823	0.0948091	-0.376252	0.0948091
37	4	27	-0.42571	0.405395	-0.42571	0.405395
38	57	58	0.149785	-0.31996	0.149785	-0.330334
39	12	90	-0.301148	-0.329345	-0.313009	-0.268209
40	4	34	-0.418714	0.361777	-0.42571	0.361777
41	94	92	0.472181	0.0702577	0.472181	0.0702577
42	14	72	-0.429483	0.386291	-0.429483	0.395344
43	79	35	-0.221848	0.380595	-0.233695	0.380595
44	58	0	-0.307397	0.446712	-0.330334	0.446712
